tmdb_id,imdb_id,title,genre,director,producers,screenwriters,imdb_rating,imdb_vote_count,running_time_minutes
13480,tt1320293,Ricky Gervais: Out of England,Comedy,John Moffitt,"John Moffitt, Pat Tourk Lee",Ricky Gervais,7.7,3232,72
13481,tt0077559,The Five Venoms,"Action, Drama, Fantasy",Cheh Chang,"Mona Fong, Runme Shaw","Kuang Ni, Cheh Chang",7.0,8782,101
13482,tt0095638,The Milagro Beanfield War,"Comedy, Drama, Fantasy",Robert Redford,"Moctesuma Esparza, Robert Redford","John Nichols, David S. Ward",6.8,7361,117
13483,tt0211933,Awake,"Crime, Drama, Mystery",Joby Harold,"Jason Kliot, John Penotti, Fisher Stevens, Joana Vicente",Joby Harold,6.5,88401,84
13484,tt0492619,The Foot Fist Way,Comedy,Jody Hill,"Jennifer Chikes, Erin Gates, Jody Hill, Robbie Hill","Jody Hill, Danny McBride, Ben Best",6.2,14406,85
13485,tt0034862,Holiday Inn,"Comedy, Drama, Music","Mark Sandrich, Robert Allen",Mark Sandrich,"Claude Binyon, Elmer Rice, Irving Berlin, Ben Holmes, Bert Lawrence, Zion Myers, Francis Swann",7.3,19574,100
13486,tt1104123,The Scorpion King 2: Rise of a Warrior,"Action, Adventure, Fantasy",Russell Mulcahy,"Sean Daniel, James Jacks","Randall McCormick, Stephen Sommers",3.8,15485,109
13488,tt1323575,Katt Williams: It's Pimpin' Pimpin',"Comedy, Documentary",Troy Miller,Neal Marshall,Katt Williams,7.3,1019,77
13489,tt1031254,Lost Boys: The Tribe,"Comedy, Horror, Thriller",P.J. Pesce,"Phillip B. Goldfine, Basil Iwanyk","Jan Fischer, James Jeremias, Hans Rodionoff",4.5,11242,92
13490,tt0494652,Welcome Home Roscoe Jenkins,"Comedy, Romance",Malcolm D. Lee,"Charles Castaldi, Mary Parent, Scott Stuber",Malcolm D. Lee,5.6,16931,114
13491,tt0837106,Arn: The Knight Templar,"Action, Drama, Romance",Peter Flinth,Waldemar Bergendahl,"Jan Guillou, Hans Gunnarsson",6.6,24317,139
13492,tt0814685,Frontier(s),Horror,Xavier Gens,Laurent Tolleron,Xavier Gens,6.2,31082,108
13493,tt0997047,College Road Trip,"Adventure, Comedy, Drama",Roger Kumble,Andrew Gunn,"Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",4.4,17285,83
13494,tt0800175,Red Sonja,"Action, Adventure, Drama",MJ Bassett,"MJ Bassett, Christa Campbell, Mark Canton, Joe Gatta","Tasha Huo, Robert E. Howard, Roy Thomas",4.7,9321,110
13495,tt0395119,Captain Alatriste: The Spanish Musketeer,"Adventure, Drama, History",Agustín Díaz Yanes,"Álvaro Augustin, Antonio Cardenal","Arturo Pérez-Reverte, Agustín Díaz Yanes, Carlota Pérez-Reverte",6.1,14829,145
13496,tt0244000,American Outlaws,"Action, Drama, Western",Les Mayfield,"Bill Gerber, James G. Robinson","Roderick Taylor, John Rogers",5.9,17329,94
13497,tt0303933,Drumline,"Comedy, Drama, Music",Charles Stone III,"Timothy M. Bourne, Wendy Finerman, Jody Gerson","Shawn Schepps, Tina Gordon",6.0,37884,118
13498,tt0331933,Man of the House,"Comedy, Crime",Stephen Herek,"Todd Garner, Steven Reuther, Allyn Stewart","John J. McLaughlin, Scott Lobdell, Robert Ramsey, Matthew Stone",5.5,26614,100
13499,tt0443295,"Yours, Mine & Ours","Comedy, Family, Romance",Raja Gosnell,"Michael G. Nathanson, Robert Simonds","Ron Burch, David Kidd, Melville Shavelson, Mort Lachman, Madelyn Davis, Bob Carroll Jr.",5.5,32699,88
13501,tt0484111,The Good Night,"Comedy, Drama, Fantasy",Jake Paltrow,"Donna Gigliotti, Bill Johnson",Jake Paltrow,5.7,8902,93
13503,tt0193560,Texas Rangers,"Action, Adventure, Drama","Steve Miner, Stephen Pattison","Alan Greisman, Frank Price","George Durham, Scott Busby, Martin Copeland",5.3,6804,90
13505,tt0314498,The Perfect Score,"Comedy, Crime, Drama",Brian Robbins,"Roger Birnbaum, Jonathan Glickman, Brian Robbins, Michael Tollin","Marc Hyman, Jon Zack, Mark Schwahn",5.7,27390,93
13506,tt1101026,Admiral,"Biography, Drama, History",Andrey Kravchuk,"Dzhanik Fayziev, Anatoliy Maksimov, Nikolay Popov, Dmitry Yurkov","Vladimir Valutskiy, Zoya Kudrya",6.6,9072,124
13507,tt0825248,Intimate Enemies,"Drama, History, War",Florent-Emilio Siri,"François Kraus, Denis Pineau-Valencienne","Patrick Rotman, Florent-Emilio Siri",6.9,3589,111
13508,tt0489037,Who Killed the Electric Car?,Documentary,Chris Paine,Jessie Deeter,Chris Paine,7.6,12945,92
13509,tt0093560,The Monster Squad,"Action, Comedy, Fantasy",Fred Dekker,Jonathan A. Zimbert,"Shane Black, Fred Dekker",6.9,39527,82
13510,tt1020530,Eden Lake,"Horror, Thriller",James Watkins,"Christian Colson, Richard Holmes",James Watkins,6.7,111722,91
13511,tt0091829,Rawhead Rex,"Fantasy, Horror, Mystery",George Pavlou,"Kevin Attew, Don Hawkins",Clive Barker,5.2,7567,89
13512,tt0370402,Sword In The Moon,"Action, Adventure, Drama",Kim Ui-seok,Lee Dong-kwon,"Ma Dae-yun, Park Gye-ok, Kim Hae-gon, Jang Min-seok",5.7,1511,102
13513,tt0079372,Kid with the Golden Arm,"Action, Drama",Cheh Chang,Runme Shaw,"Cheh Chang, Kuang Ni",7.0,2009,86
13514,tt0077655,Last Hurrah for Chivalry,"Action, Drama",John Woo,Raymond Man-Wai Chow,John Woo,7.0,2134,106
13515,tt0790686,Mirrors,"Horror, Mystery",Alexandre Aja,"Grégory Levasseur, Alexandra Milchan, Marc Sternberg","Alexandre Aja, Grégory Levasseur, Kim Sung-ho",6.1,119848,110
13516,tt0850669,Slacker Uprising,Documentary,Michael Moore,"Monica Hampton, Michael Moore",Michael Moore,5.3,2927,102
13517,tt0396042,The Ugly Duckling and Me!,"Adventure, Animation, Comedy","Michael Hegner, Karsten Kiilerich","Moe Honan, Gladys Morchoisne, Irene Sparre Hjorthøj","Hans Christian Andersen, Michael Hegner, Mark Hodkinson, Karsten Kiilerich",5.4,2969,89
13518,tt0463990,Fuel,Documentary,Joshua Tickell,"Daniel Assael, Greg Reitman, Dale Rosenbloom, Rebecca Harrell Tickell",Johnny O'Hara,7.3,791,90
13520,tt0152492,Festival At The Poolroom,Comedy,Boaz Davidson,Simcha Zvuloni,"Eli Tavor, Uri Dan",7.5,845,95
13521,tt0133689,Charlie And A Half,"Comedy, Drama, Romance",Boaz Davidson,Simcha Zvuloni,Eli Tavor,6.8,687,105
13522,tt0950739,Arn: The Kingdom at Road's End,"Action, Drama, Romance",Peter Flinth,"Waldemar Bergendahl, Alistair MacLean-Clark","Jan Guillou, Hans Gunnarsson",6.6,9154,128
13523,tt1135985,Sex Drive,"Comedy, Romance",Sean Anders,"Bob Levy, Leslie Morgenstein, John Morris","Sean Anders, John Morris, Andy Behrens",6.5,96418,109
13524,tt0058947,Battle of the Bulge,"Drama, History, War",Ken Annakin,"Milton Sperling, Philip Yordan","Philip Yordan, Milton Sperling, John Melson",6.8,19234,167
13525,tt0428579,Suburban Girl,"Comedy, Drama, Romance",Marc Klein,"Deborah Del Prete, Gigi Pritzker, Darryl Taja","Marc Klein, Melissa Bank",5.4,7927,97
13526,tt0210382,The Weight of Water,"Crime, Drama, Mystery",Kathryn Bigelow,"A. Kitman Ho, Sigurjon Sighvatsson, Janet Yang","Anita Shreve, Alice Arlen, Christopher Kyle",5.8,10521,114
13527,tt0495237,Pure Hearts,Drama,Kenneth Kainz,Hanne Palmquist,Kim Fupz Aakeson,6.3,953,82
13528,tt0036855,Gaslight,"Crime, Drama, Mystery",George Cukor,Arthur Hornblow Jr.,"John Van Druten, Walter Reisch, John L. Balderston, Patrick Hamilton",7.8,38145,114
13529,tt0800022,Electroma,"Adventure, Drama, Sci-Fi","Thomas Bangalter, Guy-Manuel De Homem-Christo",,"Thomas Bangalter, Guy-Manuel De Homem-Christo, Cédric Hervet, Paul Hahn",6.7,4684,74
13531,tt0112950,Empire Records,"Comedy, Drama, Music",Allan Moyle,"Tony Ludwig, Arnon Milchan, Michael G. Nathanson, Alan Riche",Carol Heikkinen,6.7,71661,90
13532,tt0489049,Fanboys,"Adventure, Comedy, Crime",Kyle Newman,"Evan Astrowsky, Dana Brunetti, Matthew Perniciaro, Kevin Spacey","Ernest Cline, Adam F. Goldberg, Dan Pulick",6.5,63367,90
13533,tt0141105,Free Enterprise,"Comedy, Romance",Robert Meyer Burnett,"Mark A. Altman, Dan Bates, Allan Kaufman","Mark A. Altman, Robert Meyer Burnett",6.7,3457,113
13534,tt0762104,How to Rob a Bank,"Comedy, Crime, Mystery",Andrews Jenkins,"Rick Lashbrook, Tim O'Hair, Darby Parker, Arthur Sarkissian",Andrews Jenkins,5.9,6286,81
13536,tt0269095,City by the Sea,"Crime, Drama, Mystery",Michael Caton-Jones,"Matthew Baer, Michael Caton-Jones, Brad Grey, Elie Samaha","Mike McAlary, Ken Hixon",6.1,27797,108
13537,tt0323944,Shattered Glass,"Drama, History",Billy Ray,"Craig Baumgarten, Tove Christensen, Gaye Hirsch, Adam Merims","Buzz Bissinger, Billy Ray",7.1,40248,94
13538,tt0480011,Straightheads,"Crime, Drama, Horror",Dan Reed,"Damian Jones, Kevin Loader",Dan Reed,5.5,7887,80
13539,tt0195778,Here on Earth,"Drama, Romance",Mark Piznarski,David T. Friendly,Michael Seitzman,5.2,9297,96
13542,tt0388364,Red Dust,Drama,Tom Hooper,"Ruth Caleb, Anant Singh, Helena Spring, David M. Thompson","Gillian Slovo, Troy Kennedy Martin",6.7,2645,110
13544,tt1264961,FB: Fighting Beat,Action,Piti Jaturaphat,Jirun Ratthanaviriyachai,Kulachat Jitkhachornwanich,4.4,322,78
13545,tt0910827,Josh Blue: 7 More Days In The Tank,Comedy,Bernard Murray Jr.,Bernard Murray Jr.,Josh Blue,7.1,35,86
13546,tt0247164,American Nightmare,Horror,Jon Keeyes,"Richard T. Carey, Jon Keeyes",Jon Keeyes,3.8,745,91
13548,tt0452592,Borderland,"Crime, Horror, Thriller",Zev Berman,"Randall Emmett, George Furla, Elisa Salinas, Lauren Vilchik","Eric Poppen, Zev Berman",5.6,11410,105
13549,tt0074258,Burnt Offerings,"Horror, Mystery, Thriller",Dan Curtis,Dan Curtis,"Robert Marasco, William F. Nolan, Dan Curtis",6.4,15218,116
13550,tt0080516,The Changeling,"Horror, Mystery",Peter Medak,"Garth H. Drabinsky, Joel B. Michaels","Russell Hunter, William Gray, Diana Maddox",7.1,44868,107
13551,tt0783238,The Dead Girl,"Crime, Drama, Mystery",Karen Moncrieff,"Eric Karten, Gary Lucchesi, Tom Rosenberg, Kevin Turen",Karen Moncrieff,6.5,17207,85
13552,tt0112887,The Doom Generation,"Comedy, Crime, Drama",Gregg Araki,"Gregg Araki, Andrea Sperling",Gregg Araki,6.2,18926,83
13553,tt0079082,The Driller Killer,"Drama, Horror, Thriller",Abel Ferrara,,Nicholas St. John,5.2,9447,96
13554,tt0095082,Eight Men Out,"Drama, History, Sport",John Sayles,"Sarah Pillsbury, Midge Sanford","Eliot Asinof, John Sayles",7.2,24175,119
13555,tt0082427,The Funhouse,Horror,Tobe Hooper,"Steven Bernhardt, Derek Power",Lawrence J. Block,5.9,18575,96
13556,tt0301184,The Ghosts of Edendale,"Drama, Horror, Thriller",Stefan Avalos,Marianne Connor,Stefan Avalos,3.7,499,90
13557,tt0435653,The Gravedancers,Horror,Mike Mendez,"Al Corley, Lawrence Elmer Fuhrmann Jr., Bill McCutchen, Eugene Musso","Brad Keene, Chris Skinner",5.4,10610,95
13558,tt0358500,H.H. Holmes: America's First Serial Killer,"Crime, Documentary, History",John Borowski,John Borowski,John Borowski,6.3,2013,64
13559,tt0113762,The Mangler,"Drama, Horror, Mystery",Tobe Hooper,Anant Singh,"Tobe Hooper, Stephen David Brooks, Harry Alan Towers, Stephen King",4.5,10880,106
13560,tt0290210,Max,"Drama, War",Menno Meyjes,Andras Hamori,Menno Meyjes,6.4,7763,106
13561,tt0878695,Murder Party,"Comedy, Horror",Jeremy Saulnier,"Skei Saulnier, Chris Sharp",Jeremy Saulnier,5.8,13023,79
13562,tt0028010,My Man Godfrey,"Comedy, Drama, Romance",Gregory La Cava,,"Morrie Ryskind, Eric Hatch, Zoe Akins, Gregory La Cava, Robert Presnell Sr.",7.9,28823,94
13563,tt0144557,Puddle Cruiser,"Comedy, Drama, Romance",Jay Chandrasekhar,Richard Perello,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske",5.5,2839,102
13564,tt0827782,Return to House on Haunted Hill,"Horror, Thriller",Víctor Garcia,"Erik Olsen, Steve Richards, Roee Sharon, Jonathan Tzachor","Robb White, William Massa",4.5,11274,79
13566,tt0447448,The Slaughterhouse Massacre,Horror,Paul Gagné,"Dave Casper, Paul Gagné",Paul Gagné,2.4,918,97
13567,tt0086320,Sleepaway Camp,Horror,Robert Hiltzik,"Jerry Silva, Michele Tatosian",Robert Hiltzik,6.2,44459,84
13568,tt0448123,Sleepover Nightmare,Horror,Boon Collins,"Boon Collins, Robin Webb",Boon Collins,3.6,314,81
13569,tt0486028,Thr3e,"Horror, Mystery, Thriller",Robby Henson,"Joe Goodman, Bobby Neutz, Ralph Winter","Alan B. McElroy, Ted Dekker",4.9,4805,101
13570,tt0080040,Tourist Trap,Horror,David Schmoeller,J. Larry Carroll,"David Schmoeller, J. Larry Carroll",6.0,15194,90
13571,tt0103125,True Colors,Drama,Herbert Ross,"Laurence Mark, Herbert Ross",Kevin Wade,6.3,5937,111
13572,tt0315297,Twisted,"Crime, Drama, Mystery",Philip Kaufman,"Barry Baeres, Anne Kopelson, Arnold Kopelson, Florina Massbaum",Sarah Thorp,5.3,25799,97
13573,tt0301976,The United States of Leland,Drama,Matthew Ryan Hoge,"Bernie Morris, Jonah Smith, Kevin Spacey, Palmer West",Matthew Ryan Hoge,6.9,25365,108
13574,tt0756729,Year of the Dog,"Comedy, Drama",Mike White,"Dede Gardner, Ben LeClair, Mike White",Mike White,6.0,6832,97
13576,tt1477715,This Is It,"Documentary, Music",Kenny Ortega,,,7.2,44084,111
13577,tt1129381,Lower Learning,Comedy,Mark Lafferty,"Matthew Leutwyler, Sim Sarna","Mark Lafferty, Shahin Chandrasoma",4.0,3090,97
13578,tt1041753,Harold,Comedy,T. Sean Shannon,"Cuba Gooding Jr., Morris S. Levy, William Sherak, Jason Shuman","T. Sean Shannon, Greg Fields",5.4,2006,90
13579,tt1091751,The Longshots,"Biography, Comedy, Drama",Fred Durst,"Matt Alvarez, Ice Cube, Nick Santora",Nick Santora,5.6,4762,94
13580,tt0059749,The Spy Who Came In from the Cold,"Drama, Thriller",Martin Ritt,Martin Ritt,"John le Carré, Paul Dehn, Guy Trosper",7.5,20844,112
13581,tt0037635,Dead of Night,"Drama, Fantasy, Horror","Alberto Cavalcanti, Charles Crichton, Basil Dearden, Robert Hamer",Michael Balcon,"John Baines, Angus MacPhail, T.E.B. Clarke, H.G. Wells, E.F. Benson, Basil Dearden, Robert Hamer",7.5,15975,95
13585,tt1351630,Bill Bailey: Tinselworm,"Comedy, Documentary",Russell Thomas,"Delfont Mackintosh, Ben Swaffer",Bill Bailey,7.2,718,91
13587,tt0342317,Eddie Izzard: Circle,"Comedy, Documentary",Anastasia Pappas,Frank Garritano,Eddie Izzard,7.8,2066,82
13588,tt0116066,Eddie Izzard: Definite Article,"Comedy, Documentary",Ed Bye,,Eddie Izzard,8.3,2262,109
13589,tt0184424,Eddie Izzard: Dress to Kill,"Comedy, Documentary",Lawrence Jordan,"Lawrence Jordan, Charlie Swanson",Eddie Izzard,8.6,7758,115
13590,tt0195753,Eddie Izzard: Glorious,"Comedy, Documentary",Peter Richardson,Ben Swaffer,Eddie Izzard,8.3,2661,99
13591,tt0111562,Eddie Izzard: Unrepeatable,Comedy,John Gordillo,"John Gordillo, Eddie Izzard",Eddie Izzard,7.9,1581,75
13592,tt0408730,Eddie Izzard: Sexie,"Comedy, Documentary",Declan Lowney,Dione Orrom,Eddie Izzard,7.2,1095,97
13595,tt0109068,Airheads,"Comedy, Crime, Music",Michael Lehmann,"Mark Burg, Robert Simonds",Rich Wilkes,6.2,60035,92
13596,tt1046163,My Best Friend's Girl,"Comedy, Romance",Howard Deutch,"Guymon Casady, Adam Herz, Doug Johnson, Barry Katz",Jordan Cahan,5.8,48218,101
13597,tt0091369,Labyrinth,"Adventure, Family, Fantasy",Jim Henson,Eric Rattray,"Dennis Lee, Jim Henson, Terry Jones, Christopher Cerf",7.3,165997,101
13600,tt0970411,City of Ember,"Adventure, Drama, Family",Gil Kenan,"Gary Goetzman, Tom Hanks, Steve Shareshian","Caroline Thompson, Jeanne Duprau",6.4,73270,90
13607,tt0323498,1 Love,"Documentary, Sport",Leon Gast,"Leon Gast, Brian Gersh, Kip Konwiser",,6.7,85,93
13610,tt0999872,Christmas Cottage,"Biography, Drama",Michael Campus,"Michael Campus, Arla Dietz Campus, Nanette Kinkade, Thomas Kinkade",Ken LaZebnik,6.3,3085,96
13611,tt0903849,Heckler,"Comedy, Documentary",Michael Addis,"Michael Addis, Jamie Kennedy",,6.1,2914,80
13612,tt0080520,Cheech & Chong's Next Movie,"Comedy, Crime",Tommy Chong,Howard Brown,"Tommy Chong, Cheech Marin",6.0,14657,99
13613,tt0489018,Day of the Dead,"Action, Horror, Sci-Fi",Steve Miner,"Boaz Davidson, James Glenn Dudelson, Randall Emmett, George Furla","Jeffrey Reddick, George A. Romero",4.5,22905,86
13614,tt0879843,Katyn,"Drama, History, War",Andrzej Wajda,Michal Kwiecinski,"Andrzej Mularczyk, Przemyslaw Nowakowski, Wladyslaw Pasikowski, Andrzej Wajda",7.0,18343,121
13616,tt0486219,Children of Glory,"Drama, History, Romance",Krisztina Goda,"Andrew G. Vajna, Tamás Zákonyi S.","Joe Eszterhas, Éva Gárdos, Géza Bereményi, Réka Divinyi, Colin K. Gray",6.9,4729,123
13617,tt1114723,The Man Who Loved Yngve,"Comedy, Drama, Music",Stian Kristiansen,Yngve Sæther,Tore Renberg,7.1,5287,90
13618,tt0287138,Who's Your Daddy?,Comedy,Andy Fickman,Verna Harrah,"Maria Veltre Druse, Jack Sekowski, Andy Fickman",4.5,4839,105
13619,tt0183992,Adult Behaviour… It's All in the Mind,Comedy,"Fredrik Lindström, Felix Herngren","Waldemar Bergendahl, Jan Blomgren",Fredrik Lindström,6.2,3447,91
13621,tt1020996,Switch,"Action, Drama, Sport",Ole Martin Hafsmo,Jørgen Storm Rosenberg,Peder Fuglerud,5.4,1072,90
13622,tt0085962,Moritz in der Litfaßsäule,"Comedy, Family",Rolf Losansky,,"Gabriele Herzog, Christa Kozik, Rolf Losansky",7.1,101,88
13626,tt0466449,Island of Lost Souls,"Action, Adventure, Family",Nikolaj Arcel,"Sarita Christensen, Meta Louise Foldager Sørensen","Nikolaj Arcel, Rasmus Heisterberg",5.7,1960,100
13630,tt0374308,United,"Comedy, Romance, Sport",Magnus Martens,Håkon Øverås,Magnus Martens,6.1,1266,85
13632,tt0110420,MacGyver: Trail to Doomsday,"Action, Crime, Mystery",Charles Correll,Michael Greenburg,"Lee David Zlotoff, John Considine",6.1,1720,93
13633,tt0085210,Bad Boys,"Crime, Drama, Thriller",Rick Rosenthal,Robert H. Solo,Richard Di Lello,7.2,18903,123
13634,tt0023305,One Way Passage,"Comedy, Drama, Romance",Tay Garnett,,"Wilson Mizner, Joseph Jackson, Robert Lord, Tay Garnett",7.5,5012,67
13635,tt1259014,Mesrine: Killer Instinct,"Action, Biography, Crime",Jean-François Richet,"Thomas Langmann, Fouede Zabaiou","Jacques Mesrine, Abdel Raouf Dafri, Jean-François Richet",7.5,36762,113
13636,tt1151309,Bigger Stronger Faster*,"Documentary, Sport",Chris Bell,"Alexander Buono, Jim Czarnecki, Tamsin Rawady","Chris Bell, Alexander Buono, Tamsin Rawady",7.5,14092,105
13637,tt0906665,Sukiyaki Western Django,"Action, Western",Takashi Miike,"Nobuyuki Tôya, Masao Ôwaki","Takashi Miike, Masa Nakamura",6.1,16354,121
13639,tt0490377,The Letter for the King,Adventure,Pieter Verhoeff,"Hans de Weers, Pieter Klapwijk, Hubert Nieuwendijk, Reinout Oerlemans","Tonke Dragt, Maarten Lebens, Pieter Verhoeff",5.9,1621,110
13640,tt0934706,Superman: Doomsday,"Action, Adventure, Animation","Lauren Montgomery, Bruce Timm, Brandon Vietti",Bruce Timm,"Duane Capizzi, Bruce Timm, Jerry Siegel, Joe Shuster, Dan Jurgens, Jerry Ordway, Roger Stern, Louise Simonson, Brett Breeding, Jon Bogdanove, Bill Messner-Loebs, Walter Simonson, Gerard Jones, Jackson Guice, Mike Carlin, Curt Swan, Dennis Janke, Denis Rodier, Mark D. Bright, Doug Hazlewood, Rick Burchett",6.9,25015,75
13641,tt0485851,The Air I Breathe,"Crime, Drama, Thriller",Jieho Lee,"Emilio Diez Barroso, Darlene Caamano Loquet, Paul Schiff","Jieho Lee, Bob DeRosa",6.7,35572,95
13642,tt0920478,The Very First Noel,"Animation, Family, Short","Carrie Cheney, Yarrow Cheney","Carrie Cheney, Yarrow Cheney","Carrie Cheney, Yarrow Cheney",7.4,198,23
13643,tt0963207,George Carlin: It's Bad for Ya!,"Comedy, Documentary",Rocco Urbisci,"Kimber Rickabaugh, Rocco Urbisci",George Carlin,8.4,6847,70
13644,tt0101301,All I Want For Christmas,"Comedy, Family, Romance",Robert Lieberman,Marykay Powell,"Thom Eberhardt, Richard Kramer",5.9,6147,92
13645,tt0969216,African Bambi,"Documentary, Family",Alan Miller,Jochem van Rijs,Alan Miller,6.3,119,77
13646,tt0948530,"Moscow, Belgium","Comedy, Drama, Romance",Christophe Van Rompaey,"Dries Phlypo, Jean-Claude Van Rijckeghem","Jean-Claude Van Rijckeghem, Pat van Beirs",7.2,4426,102
13647,tt0903135,The Invincible Iron Man,"Action, Adventure, Animation","Frank Paur, Patrick Archibald, Jay Oliva",Frank Paur,"Greg Johnson, Avi Arad, Craig Kyle, Jack Kirby, Stan Lee, Larry Lieber, Don Heck",5.8,7933,83
13648,tt1174954,Resident Evil: Degeneration,"Action, Animation, Horror",Makoto Kamiya,"Hiroyuki Kobayashi, Tarô Morishima","Shotaro Suga, Shinji Mikami, Tokuro Fujiwara, Kenichi Iwao, Takahiro Arimitsu, Hiroyuki Kobayashi, Yoshiaki Hirabayashi, Noboru Sugimura, Hideki Kamiya, Father",6.4,35317,98
13649,tt0810900,High School Musical 2,"Comedy, Drama, Family",Kenny Ortega,"Bill Borden, Don Schain",Peter Barsocchini,5.3,72678,104
13650,tt0412637,Delirious,"Comedy, Drama, Romance",Tom DiCillo,Robert Salerno,Tom DiCillo,6.4,7262,107
13651,tt0089108,Waiting for the Hearse,Comedy,Alejandro Doria,"Alejandro Doria, Diana Frey, Susy Suranyi","Alejandro Doria, Jacobo Langsner",8.0,8523,94
13652,tt1002966,Ca$h,"Comedy, Crime, Thriller",Éric Besnard,Patrice Ledoux,Éric Besnard,5.9,5228,100
13653,tt0420509,The Aura,"Crime, Drama, Thriller",Fabián Bielinsky,"Mariela Besuievsky, Pablo Bossi, Samuel Hadida, Gerardo Herrero","Fabián Bielinsky, Pablo De Santis",7.1,15809,134
13654,tt0324941,101 Dalmatians II: Patch's London Adventure,"Adventure, Animation, Comedy","Jim Kammerud, Brian Smith","Carolyn Bates, Leslie Hough","Jim Kammerud, Brian Smith, Garrett K. Schiff, Dan Root, Dodie Smith, Temple Mathews",5.7,12183,74
13655,tt1055366,Camp Rock,"Comedy, Family, Music",Matthew Diamond,Kevin Lafferty,"Karin Gist, Regina Y. Hicks, Julie Brown, Paul Brown",5.3,41583,94
13657,tt5119332,Lebbis: W2P,Comedy,"Han Budding, Koos Terpstra","Leony Paus, Geert Vriend",Hans Sibbel,8.0,17,100
13664,tt0133372,Annabelle's Wish,"Adventure, Animation, Family",Roy Wilson,Barbara Dunn-Leonard,"Dan Henderson, Jane Baer, John Bettis, Ken Blackwell, John Couch, Gary Edwards, Bruce Faulk, Kathy Grover, Riki Hobin, Jay Johnson, Jaime Barton Klein, George Larrimore, John Lewis, Barbara Dunn-Leonard, Sheryl Scarborough",7.2,2318,54
13665,tt0082031,Arthur,"Comedy, Romance",Steve Gordon,Robert Greenhut,Steve Gordon,6.9,33866,97
13666,tt0034398,The Wolf Man,"Horror, Mystery, Romance",George Waggner,George Waggner,Curt Siodmak,7.2,34628,70
13667,tt0088794,Better Off Dead...,"Comedy, Romance",Savage Steve Holland,Michael Jaffe,Savage Steve Holland,7.1,54075,97
13668,tt0395495,Catch and Release,"Comedy, Drama, Romance",Susannah Grant,Jenno Topping,Susannah Grant,5.9,30706,124
13669,tt0037595,Christmas in Connecticut,"Comedy, Romance",Peter Godfrey,William Jacobs,"Lionel Houser, Adele Comandini, Aileen Hamilton",7.3,13809,101
13670,tt0776794,A Crude Awakening,Documentary,"Basil Gelpke, Raymond McCormack, Reto Caduff",Raymond McCormack,"Basil Gelpke, Raymond McCormack",7.7,2016,84
13671,tt0056262,The Music Man,"Comedy, Family, Musical",Morton DaCosta,Morton DaCosta,"Meredith Willson, Franklin Lacey, Marion Hargrove",7.7,20939,151
13672,tt1130988,JCVD,"Comedy, Crime, Drama",Mabrouk El Mechri,,"Mabrouk El Mechri, Frédéric Benudis, Frédéric Taddeï, Vincent Ravalec, Christophe Turpin",7.0,41488,97
13673,tt0388419,Christmas with the Kranks,"Comedy, Family",Joe Roth,"Michael Barnathan, Chris Columbus, Mark Radcliffe","John Grisham, Chris Columbus",5.6,65646,99
13674,tt1515914,Talegaver til børn: 15 års jubilæum,Comedy,,,"Dan Andersen, Povl Erik Carstensen, Sebastian Dorset, Tobias Dybvad, Elias Ehlers, Carsten Eskelund, Anders Fjelsted, Christian Fuhlendorff, Thomas Hartmann, Frank Hvam, Omar Marzouk, Brian Mørk, Michael Schøt, Jacob Tingleff, Thomas Wivel",6.8,49,
13675,tt0064349,Frosty the Snowman,"Animation, Comedy, Drama","Jules Bass, Arthur Rankin Jr.","Jules Bass, Arthur Rankin Jr.",Romeo Muller,7.3,24806,25
13676,tt0969647,The Little Mermaid: Ariel's Beginning,"Adventure, Animation, Comedy",Peggy Holmes,Kendra Haaland,"Robert Reece, Evan Spiliotopoulos, Jule Selbo, Jenny Wingfield, Rich Burns, Tom Rogers, Thania St. John, Peggy Holmes, Steve Bencich, Ron J. Friedman",6.1,12789,77
13678,tt0395514,The Last Trapper,"Adventure, Documentary, Drama",Nicolas Vanier,Jean-Pierre Bailly,Nicolas Vanier,7.1,1899,94
13679,tt0455142,Kirikou and the Wild Beasts,"Adventure, Animation, Family","Bénédicte Galup, Michel Ocelot","Marc Bonny, Michel Ocelot, Isabelle Peyrefitte","Philippe Andrieu, Bénédicte Galup, Marine Locatelli, Michel Ocelot",6.6,2031,75
13680,tt0492956,The Game Plan,"Comedy, Family, Sport",Andy Fickman,"Mark Ciardi, Gordon Gray, Daniel Severson","Nichole Millard, Kathryn Price, Audrey Wells",6.2,104379,110
13681,tt0087921,Places in the Heart,Drama,Robert Benton,Arlene Donovan,Robert Benton,7.4,15777,111
13682,tt0407121,Pooh's Heffalump Movie,"Adventure, Animation, Comedy",Frank Nissen,Jessica Koplos,"Brian Hohlfeld, Evan Spiliotopoulos, A.A. Milne",6.4,9454,68
