tmdb_id,imdb_id,title,status,budget_amount,budget_currency,revenue_amount,revenue_currency,producers,mpaa_rating
2307,tt0114210,A Pyromaniac's Love Story,ok,,,,,"Mark Gordon, Barbara Kelly, Allison Lyon Segan",
2311,tt0099813,Hurenglück,ok,,,,,,
2314,tt0218411,The Long Run,ok,,,,,,
2316,tt0388441,The Story of an African Farm,ok,,,,,,
2318,tt0203053,Pilgrim,ok,,,,,Harley Cokeliss,
2319,tt0329030,The Dust Factory,ok,,,,,,
2325,tt0432314,Leningrad,ok,,,,,"Sergey Melkumov, Konstantin Ernst, Andre Gromkovski",
2330,tt0152930,Taxi,ok,,,,,Luc Besson,
2331,tt0199232,Jesus,ok,,,,,,
2332,tt0183869,Taxi 2,ok,,,,,Luc Besson,
2333,tt1058601,Buddenbrooks,ok,,,,,,
2334,tt0295721,Taxi 3,ok,,,,,Luc Besson,
2335,tt0804540,Taxi 4,ok,,,,,Luc Besson,
2336,tt0087560,King Kongs Faust,ok,,,,,Eberhard Scharfenberg,
2337,tt0092145,Va Banque,ok,,,,,Manuela Stehr,
2346,tt0859765,Still Life,ok,,,,,Zhu Jiong,
2348,tt0110044,Holy Matrimony,ok,,,,,,
2349,tt0366416,Erbsen auf halb 6,ok,,,,,"Til Schweiger, Hanno Huth",
2358,tt0338300,Oh Marbella!,ok,,,,,,
2361,tt0854672,The Lark Farm,ok,,,,,Ramón Colom,
2363,tt0052708,The Cousins,ok,,,,,Claude Chabrol,
2370,tt0065112,Topaz,ok,4000000,United States dollar,,,Alfred Hitchcock,M/PG
2371,tt0081609,Teheran '43,ok,,,,,,
2373,tt0122617,My Uncle Benjamin,ok,,,,,"Marina Cicogna, Alain Poiré",
2374,tt0164839,Le radeau de la Méduse,ok,,,,,Iradj Azimi,
2375,tt0174143,Prêtres interdits,ok,,,,,Georges de Beauregard,
